,business_code,cust_number,clear_date,posting_date,document_create_date,document_create_date.1,due_date,currency,amount,baseline_create_date,cust_payment_terms
20769,U001,200772670,2019-09-11,2019-08-27,2019-08-25,2019-08-27,2019-09-11,USD,5729.29,2019-08-27,NAU5
20770,U001,200726979,2019-07-12,2019-06-27,2019-06-26,2019-06-27,2019-07-12,USD,326.7,2019-06-27,NAA8
20771,U001,200769623,2019-06-27,2019-06-12,2019-06-11,2019-06-12,2019-06-27,USD,416.6,2019-06-12,NAH4
20772,CA02,140104249,2019-04-10,2019-03-20,2019-03-20,2019-03-20,2019-04-07,CAD,53454.37,2019-03-28,CA10
20773,U001,CCU013,2019-08-02,2019-06-19,2019-06-17,2019-06-19,2019-06-19,USD,101.1,2019-06-19,NAX2
20774,U001,200769623,2019-10-22,2019-10-12,2019-10-10,2019-10-12,2019-10-27,USD,14736.06,2019-10-12,NAH4
20778,CA02,140105686,2019-12-12,2019-11-28,2019-11-28,2019-11-28,2019-12-10,CAD,29868.33,2019-11-30,CA10
20779,U001,200763152,2019-04-13,2019-03-31,2019-03-30,2019-03-31,2019-04-20,USD,4484.61,2019-03-31,NAD1
20780,U001,200722369,2019-08-06,2019-08-06,2019-08-03,2019-08-06,2019-08-21,USD,19556.88,2019-08-06,NAA8
20782,U001,200794332,2020-02-11,2020-01-28,2020-01-25,2020-01-28,2020-02-12,USD,15532.7,2020-01-28,NAAX
20783,CA02,140106408,2019-05-21,2019-04-28,2019-04-28,2019-04-28,2019-05-08,CAD,19583.19,2019-04-28,CA10
20785,U001,200769623,2019-05-16,2019-05-02,2019-05-01,2019-05-02,2019-05-17,USD,39.19,2019-05-02,NAH4
20787,U001,200290370,2020-02-10,2020-01-23,2020-01-22,2020-01-23,2020-02-07,USD,16695.98,2020-01-23,NAA8
20788,CA02,140104429,2019-07-08,2019-06-09,2019-06-09,2019-06-09,2019-06-28,CAD,2671.59,2019-06-18,CA10
20789,U001,200769623,2019-03-21,2019-03-11,2019-03-11,2019-03-11,2019-03-26,USD,40359.39,2019-03-11,NAH4
20790,U001,200707822,2019-05-20,2019-05-05,2019-05-05,2019-05-05,2019-05-20,USD,100907.66,2019-05-05,NAA8
20791,U001,200780825,2020-02-03,2020-01-15,2020-01-16,2020-01-15,2020-01-30,USD,3445.1,2020-01-15,NAA8
20793,CA02,140104240,2019-10-24,2019-10-14,2019-10-14,2019-10-14,2019-11-01,CAD,94553.67,2019-10-22,CA10
20794,U001,200777735,2020-01-29,2020-01-15,2020-01-15,2020-01-15,2020-01-30,USD,4489.56,2020-01-15,NAA8
20795,U001,200769623,2019-01-29,2019-01-18,2019-01-16,2019-01-18,2019-02-02,USD,23166.43,2019-01-18,NAH4
20796,U001,200776463,2019-03-22,2019-03-07,2019-03-07,2019-03-07,2019-03-22,USD,93584.09,2019-03-07,NAA8
20797,U001,200705742,2019-05-30,2019-05-15,2019-05-16,2019-05-15,2019-05-30,USD,41323.96,2019-05-15,NAA8
20798,U001,200772595,2020-02-05,2020-01-21,2020-01-21,2020-01-21,2020-02-05,USD,62964.28,2020-01-21,NAA8
20799,U001,200799367,2019-08-26,2019-08-09,2019-08-08,2019-08-09,2019-08-24,USD,28772.57,2019-08-09,NAA8
20800,U001,200726979,2019-07-09,2019-06-24,2019-06-25,2019-06-24,2019-07-09,USD,221.57,2019-06-24,NAA8
20802,U001,200769623,2019-01-31,2019-01-21,2019-01-20,2019-01-21,2019-02-05,USD,12072.52,2019-01-21,NAH4
20803,U001,CCU013,2019-05-31,2019-04-02,2019-04-01,2019-04-02,2019-04-02,USD,15424.69,2019-04-02,NAX2
20804,U001,200900909,2019-02-19,2019-01-29,2019-01-26,2019-01-29,2019-03-02,USD,2066.19,2019-01-29,NA32
20805,U001,CCU013,2019-05-31,2019-05-04,2019-04-30,2019-05-04,2019-05-04,USD,1920.55,2019-05-04,NAX2
20806,U001,200769623,2019-07-09,2019-06-23,2019-06-21,2019-06-23,2019-07-08,USD,17968.46,2019-06-23,NAH4
20808,U001,200769623,2019-10-01,2019-09-20,2019-09-19,2019-09-20,2019-10-05,USD,3734.44,2019-09-20,NAH4
20809,U001,200726979,2019-09-09,2019-08-25,2019-08-24,2019-08-25,2019-09-09,USD,128.07,2019-08-25,NAA8
20812,CA02,140105686,2019-02-21,2019-02-04,2019-02-04,2019-02-04,2019-02-16,CAD,7266.95,2019-02-06,CA10
20813,U001,CCU013,2019-05-31,2019-04-16,2019-04-15,2019-04-16,2019-04-16,USD,53777.52,2019-04-16,NAX2
20815,U001,200741831,2019-11-20,2019-11-04,2019-11-04,2019-11-04,2019-11-19,USD,99384.37,2019-11-04,NAA8
20816,CA02,140105847,2019-03-22,2019-03-01,2019-03-01,2019-03-01,2019-03-22,CAD,18437.61,2019-03-12,CA10
20817,U001,200769623,2019-04-15,2019-04-04,2019-04-03,2019-04-04,2019-04-19,USD,15781.42,2019-04-04,NAH4
20818,U001,200769623,2019-06-27,2019-06-17,2019-06-15,2019-06-17,2019-07-02,USD,14538.36,2019-06-17,NAH4
20819,CA02,140104409,2019-12-16,2019-12-07,2019-12-07,2019-12-07,2019-12-22,CAD,53168.3,2019-12-12,CA10
20820,U001,200780383,2019-02-06,2019-01-21,2019-01-21,2019-01-21,2019-02-05,USD,114634.78,2019-01-21,NAA8
20821,U001,200769623,2020-03-09,2020-02-17,2020-02-16,2020-02-17,2020-03-03,USD,38187.1,2020-02-17,NAH4
20822,U001,200020431,2019-04-12,2019-04-04,2019-04-04,2019-04-04,2019-04-11,USD,6921.46,2019-04-01,NAM2
20824,U001,200769623,2019-12-16,2019-11-28,2019-11-27,2019-11-28,2019-12-13,USD,61893.04,2019-11-28,NAH4
20825,U001,CCCA02,2019-03-29,2019-02-12,2019-02-11,2019-02-12,2019-03-19,USD,7656.0,2019-02-12,NAG2
20826,U001,200762950,2019-02-08,2019-01-25,2019-01-23,2019-01-25,2019-02-09,USD,17280.0,2019-01-25,NAA8
20827,CA02,140104409,2019-04-22,2019-04-09,2019-04-09,2019-04-09,2019-04-20,CAD,121942.01,2019-04-10,CA10
20828,U001,200762301,2019-08-23,2019-08-08,2019-08-09,2019-08-08,2019-08-23,USD,101831.09,2019-08-08,NAC6
20830,U001,200794332,2019-08-20,2019-08-06,2019-08-05,2019-08-06,2019-08-21,USD,8041.59,2019-08-06,NAAX
20832,CA02,140104409,2019-04-05,2019-03-17,2019-03-18,2019-03-17,2019-04-04,CAD,78261.27,2019-03-25,CA10
20834,U001,200744019,2019-12-26,2019-12-05,2019-12-04,2019-12-05,2019-12-20,USD,6292.8,2019-12-05,NAA8
20835,U001,200778355,2019-08-23,2019-08-08,2019-08-08,2019-08-08,2019-08-23,USD,28471.11,2019-08-08,NAA8
20836,U001,200783734,2020-01-22,2020-01-08,2020-01-08,2020-01-08,2020-01-23,USD,24246.43,2020-01-08,NAA8
20837,U001,CCU013,2019-03-29,2019-02-26,2019-02-22,2019-02-26,2019-02-26,USD,5556.55,2019-02-26,NAX2
20838,U001,200466603,2019-02-11,2019-01-25,2019-01-24,2019-01-25,2019-02-09,USD,90886.01,2019-01-25,NAA8
20839,U001,200806580,2019-06-13,2019-06-05,2019-06-05,2019-06-05,2019-06-20,USD,4047.5,2019-06-05,NAA8
20840,U001,200020431,2019-07-12,2019-07-04,2019-07-04,2019-07-04,2019-07-08,USD,1662.65,2019-07-01,NAM1
20841,U001,200769623,2019-04-01,2019-03-20,2019-03-17,2019-03-20,2019-04-04,USD,2392.36,2019-03-20,NAH4
20842,U001,200726979,2019-05-06,2019-04-19,2019-04-16,2019-04-19,2019-05-04,USD,16378.71,2019-04-19,NAA8
20844,U001,200769623,2019-08-16,2019-08-06,2019-08-05,2019-08-06,2019-08-21,USD,5792.46,2019-08-06,NAH4
20845,CA02,140104249,2019-10-03,2019-09-10,2019-09-10,2019-09-10,2019-09-28,CAD,43228.66,2019-09-18,CA10
20846,U001,200769623,2019-08-12,2019-07-26,2019-07-25,2019-07-26,2019-08-10,USD,63649.21,2019-07-26,NAH4
20848,U001,200466603,2019-12-16,2019-11-29,2019-11-28,2019-11-29,2019-12-14,USD,96688.7,2019-11-29,NAA8
20849,U001,200712187,2019-12-23,2019-12-09,2019-12-09,2019-12-09,2019-12-24,USD,15680.68,2019-12-09,NAA8
20850,U001,CCU013,2019-08-30,2019-07-13,2019-07-13,2019-07-13,2019-07-13,USD,9436.8,2019-07-13,NAX2
20851,U001,200762301,2020-02-19,2020-01-31,2020-01-30,2020-01-31,2020-04-05,USD,699.22,2020-01-31,NAGD
20853,U001,200752302,2019-04-11,2019-03-27,2019-03-27,2019-03-27,2019-04-11,USD,74542.86,2019-03-27,NAA8
20854,U001,200774000,2019-04-19,2019-04-05,2019-04-05,2019-04-05,2019-04-20,USD,96732.36,2019-04-05,NAA8
20857,U001,200726979,2019-04-09,2019-03-25,2019-03-24,2019-03-25,2019-04-09,USD,31.56,2019-03-25,NAA8
20859,U001,200769623,2020-01-21,2020-01-11,2020-01-10,2020-01-11,2020-01-26,USD,37693.65,2020-01-11,NAH4
20860,U001,200895843,2019-02-08,2019-01-23,2019-01-23,2019-01-23,2019-02-07,USD,21969.28,2019-01-23,NAA8
20862,U001,200769623,2019-01-24,2019-01-14,2019-01-14,2019-01-14,2019-01-29,USD,45607.41,2019-01-14,NAH4
20863,U001,200770677,2019-12-27,2019-12-12,2019-12-11,2019-12-12,2019-12-27,USD,29710.74,2019-12-12,NAA8
20864,U001,200769623,2019-07-22,2019-07-11,2019-07-10,2019-07-11,2019-07-26,USD,38479.99,2019-07-11,NAH4
20865,U001,200762301,2019-03-14,2019-02-28,2019-02-27,2019-02-28,2019-03-15,USD,47674.84,2019-02-28,NAC6
20866,U001,200704858,2019-10-07,2019-09-21,2019-09-20,2019-09-21,2019-10-06,USD,17697.82,2019-09-21,NAA8
20867,U001,200726979,2019-10-25,2019-10-10,2019-10-10,2019-10-10,2019-10-25,USD,1316.0,2019-10-10,NAA8
20870,U001,200707822,2019-04-10,2019-03-26,2019-03-26,2019-03-26,2019-04-10,USD,88676.25,2019-03-26,NAA8
20872,U001,200875006,2020-01-14,2019-12-30,2019-12-31,2019-12-30,2020-01-14,USD,128584.97,2019-12-30,NAA8
20873,U001,200769623,2019-12-24,2019-12-11,2019-12-11,2019-12-11,2019-12-26,USD,3440.84,2019-12-11,NAH4
20874,U001,200705742,2019-12-17,2019-11-27,2019-11-27,2019-11-27,2019-12-29,USD,7739.78,2019-11-27,NA32
20875,U001,100047674,2020-02-03,2020-01-03,2020-01-03,2020-01-03,2020-02-02,USD,5040.19,2020-01-03,NAD5
20876,U001,200781803,2019-05-21,2019-05-06,2019-05-05,2019-05-06,2019-05-21,USD,17089.21,2019-05-06,NAA8
20877,U001,200416837,2019-12-27,2019-12-20,2019-12-20,2019-12-20,2019-12-23,USD,12184.27,2019-12-16,NAM1
20878,U001,200769623,2019-10-21,2019-10-09,2019-10-08,2019-10-09,2019-10-24,USD,44719.45,2019-10-09,NAH4
20879,U001,200418007,2019-07-08,2019-06-21,2019-06-18,2019-06-21,2019-07-06,USD,646.53,2019-06-21,NAA8
20880,U001,200397082,2019-06-27,2019-03-28,2019-03-28,2019-03-28,2019-06-26,USD,61.68,2019-03-28,NAVM
20881,CA02,140105686,2019-11-28,2019-11-05,2019-11-05,2019-11-05,2019-11-23,CAD,95841.55,2019-11-13,CA10
20882,U001,200705742,2019-02-08,2019-01-24,2019-01-24,2019-01-24,2019-02-27,USD,10174.9,2019-01-24,NAAW
20883,U001,200794332,2019-05-15,2019-04-30,2019-04-30,2019-04-30,2019-05-15,USD,21614.88,2019-04-30,NAAX
20884,U001,200763489,2019-06-12,2019-04-08,2019-04-06,2019-04-08,2019-06-12,USD,16532.88,2019-04-08,NAGD
20886,CA02,140104429,2019-07-05,2019-06-17,2019-06-17,2019-06-17,2019-06-29,CAD,1100.69,2019-06-19,CA10
20888,U001,200756072,2019-06-13,2019-05-29,2019-05-29,2019-05-29,2019-06-13,USD,30450.78,2019-05-29,NAA8
20889,U001,200707822,2019-09-12,2019-08-28,2019-08-28,2019-08-28,2019-09-12,USD,113408.88,2019-08-28,NAA8
20890,U001,200769623,2019-03-13,2019-03-02,2019-03-02,2019-03-02,2019-03-17,USD,33181.07,2019-03-02,NAH4
20891,U001,200769623,2019-03-28,2019-03-11,2019-03-08,2019-03-11,2019-03-26,USD,24618.77,2019-03-11,NAH4
20892,U001,200784489,2019-07-12,2019-06-27,2019-06-25,2019-06-27,2019-07-12,USD,12611.88,2019-06-27,NAA8
20893,U001,200799538,2019-03-08,2019-02-20,2019-02-20,2019-02-20,2019-03-07,USD,16983.8,2019-02-20,NAA8
20894,U001,100031704,2020-03-02,2020-02-12,2020-02-12,2020-02-12,2020-02-27,USD,106216.99,2020-02-12,NAA8
20895,U001,200790099,2019-04-03,2019-03-14,2019-03-15,2019-03-14,2019-04-03,USD,96776.74,2019-03-14,NAD1
20897,U001,200803720,2019-12-30,2019-12-24,2019-12-24,2019-12-24,2020-01-08,USD,4547.88,2019-12-16,NAM4
20898,U001,200735741,2019-03-12,2019-02-15,2019-02-11,2019-02-15,2019-03-02,USD,5285.7,2019-02-15,NAA8
20899,U001,200719300,2019-11-01,2019-10-11,2019-10-08,2019-10-11,2019-10-31,USD,13503.6,2019-10-11,NAD1
20900,U001,200769623,2019-04-09,2019-03-29,2019-03-28,2019-03-29,2019-04-13,USD,55992.44,2019-03-29,NAH4
20903,U001,200793513,2019-05-21,2019-05-06,2019-05-07,2019-05-06,2019-05-21,USD,12603.72,2019-05-06,NAA8
20904,U001,200769623,2019-05-03,2019-04-18,2019-04-17,2019-04-18,2019-05-03,USD,42560.83,2019-04-18,NAH4
20905,U001,200762950,2019-02-19,2019-02-01,2019-01-31,2019-02-01,2019-02-16,USD,125110.23,2019-02-01,NAA8
20906,U001,200936373,2019-10-08,2019-09-23,2019-09-22,2019-09-23,2019-10-08,USD,40896.18,2019-09-23,NAA8
20907,U001,200778355,2019-10-18,2019-10-02,2019-10-03,2019-10-02,2019-10-17,USD,32500.53,2019-10-02,NAA8
20908,U001,200759878,2019-04-09,2019-03-24,2019-03-23,2019-03-24,2019-04-08,USD,77607.98,2019-03-24,NAH4
20910,U001,200769623,2019-08-01,2019-07-22,2019-07-20,2019-07-22,2019-08-06,USD,50942.47,2019-07-22,NAH4
20911,CA02,140104472,2019-03-27,2019-03-12,2019-03-12,2019-03-12,2019-03-24,CAD,14319.0,2019-03-14,CA10
20913,U001,200769623,2019-10-09,2019-09-28,2019-09-27,2019-09-28,2019-10-13,USD,33893.94,2019-09-28,NAH4
20914,U001,CCU013,2019-03-29,2019-02-21,2019-02-22,2019-02-21,2019-02-21,USD,12339.34,2019-02-21,NAX2
20915,U001,200762301,2019-11-19,2019-09-13,2019-09-11,2019-09-13,2019-11-17,USD,316.71,2019-09-13,NAGD
20916,U001,200761342,2019-11-15,2019-11-01,2019-11-01,2019-11-01,2019-11-16,USD,24218.08,2019-11-01,NAA8
20918,U001,200769623,2019-03-25,2019-03-14,2019-03-14,2019-03-14,2019-03-29,USD,3225.75,2019-03-14,NAH4
20921,U001,200769623,2019-04-12,2019-03-26,2019-03-23,2019-03-26,2019-04-10,USD,34020.72,2019-03-26,NAH4
20924,U001,200744019,2020-02-14,2020-01-29,2020-01-28,2020-01-29,2020-02-13,USD,171.8,2020-01-29,NAA8
20925,U001,200772595,2019-06-24,2019-06-07,2019-06-05,2019-06-07,2019-06-22,USD,7609.43,2019-06-07,NAA8
20926,U001,200437182,2019-02-08,2019-01-24,2019-01-24,2019-01-24,2019-02-08,USD,47809.91,2019-01-24,NAA8
20927,U001,200769623,2019-08-28,2019-08-18,2019-08-16,2019-08-18,2019-09-02,USD,14296.78,2019-08-18,NAH4
20928,U001,200793830,2019-05-06,2019-04-21,2019-04-22,2019-04-21,2019-05-06,USD,119467.48,2019-04-21,NAA8
20929,U001,200711029,2019-03-25,2019-03-08,2019-03-09,2019-03-08,2019-03-23,USD,49562.05,2019-03-08,NAA8
20930,U001,200706844,2019-07-08,2019-06-23,2019-06-22,2019-06-23,2019-07-08,USD,18539.18,2019-06-23,NAA8
20931,U001,200772670,2019-11-22,2019-11-06,2019-11-06,2019-11-06,2019-11-21,USD,4481.25,2019-11-06,NAU5
20932,CA02,140106408,2019-04-05,2019-03-17,2019-03-17,2019-03-17,2019-03-28,CAD,238614.27,2019-03-18,CA10
20933,U001,200769623,2019-12-31,2019-12-18,2019-12-18,2019-12-18,2020-01-02,USD,3270.04,2019-12-18,NAH4
20934,U001,200769623,2019-10-25,2019-10-08,2019-10-08,2019-10-08,2019-10-23,USD,60441.0,2019-10-08,NAH4
20935,U001,200592182,2019-03-27,2019-03-25,2019-03-25,2019-03-25,2019-03-26,USD,17814.54,2019-03-16,NAM2
20936,CA02,140104423,2019-09-09,2019-08-27,2019-08-27,2019-08-27,2019-09-08,CAD,272221.99,2019-08-29,CA10
20937,U001,200769623,2019-09-18,2019-09-02,2019-09-01,2019-09-02,2019-09-17,USD,10777.36,2019-09-02,NAH4
20938,U001,200762301,2020-03-10,2020-02-24,2020-02-21,2020-02-24,2020-04-29,USD,4334.28,2020-02-24,NAGD
20939,U001,200799538,2019-08-27,2019-08-10,2019-08-10,2019-08-10,2019-08-25,USD,61533.78,2019-08-10,NAA8
20942,U001,200744019,2019-02-13,2019-01-26,2019-01-27,2019-01-26,2019-02-10,USD,70779.04,2019-01-26,NAA8
20944,CA02,140105785,2019-06-07,2019-05-08,2019-05-08,2019-05-08,2019-05-19,CAD,12715.92,2019-05-09,CA10
20945,U001,200762301,2019-11-19,2019-11-04,2019-11-04,2019-11-04,2019-11-19,USD,150608.18,2019-11-04,NAC6
20946,CA02,140104552,2020-01-24,2020-01-07,2020-01-07,2020-01-07,2020-01-24,CAD,1368.0,2020-01-14,CA10
20947,U001,200769623,2019-12-11,2019-11-30,2019-11-29,2019-11-30,2019-12-15,USD,23266.89,2019-11-30,NAH4
20948,U001,200744019,2019-09-25,2019-09-10,2019-09-10,2019-09-10,2019-09-25,USD,50090.85,2019-09-10,NAA8
20950,U001,200353024,2019-11-07,2019-11-07,2019-11-07,2019-11-07,2019-11-08,USD,935.0,2019-11-01,NAM1
20951,U001,200762301,2019-09-10,2019-08-25,2019-08-24,2019-08-25,2019-09-09,USD,102507.26,2019-08-25,NAC6
20952,U001,200769623,2019-04-03,2019-03-24,2019-03-23,2019-03-24,2019-04-08,USD,5289.57,2019-03-24,NAH4
20953,U001,200714710,2019-02-21,2019-02-05,2019-02-04,2019-02-05,2019-02-20,USD,1727.22,2019-02-05,NAA8
20955,CA02,140104409,2019-12-06,2019-11-17,2019-11-17,2019-11-17,2019-12-06,CAD,70661.2,2019-11-26,CA10
20956,U001,200759878,2019-07-12,2019-06-24,2019-06-21,2019-06-24,2019-07-09,USD,13660.79,2019-06-24,NAH4
20957,U001,200769623,2019-03-12,2019-03-01,2019-02-28,2019-03-01,2019-03-16,USD,703.55,2019-03-01,NAH4
20958,U001,200762301,2020-02-07,2020-01-23,2020-01-22,2020-01-23,2020-02-07,USD,5138.29,2020-01-23,NAC6
20962,CA02,140104423,2019-12-03,2019-11-23,2019-11-23,2019-11-23,2019-12-06,CAD,385042.36,2019-11-26,CA10
20964,U001,200833713,2019-02-12,2019-01-23,2019-01-23,2019-01-23,2019-02-07,USD,137.58,2019-01-23,NAA8
20965,U001,200756072,2019-03-08,2019-02-15,2019-02-14,2019-02-15,2019-03-02,USD,37096.43,2019-02-15,NAA8
20966,U001,CCCA02,2020-02-28,2020-01-02,2019-12-31,2020-01-02,2020-02-06,USD,11053.44,2020-01-02,NAG2
20967,U001,200571849,2020-03-02,2020-02-13,2020-02-13,2020-02-13,2020-02-28,USD,38757.86,2020-02-13,NAA8
20968,U001,200743996,2020-02-07,2020-01-23,2020-01-22,2020-01-23,2020-02-07,USD,58654.74,2020-01-23,NAA8
20969,U001,200726979,2019-05-07,2019-04-22,2019-04-24,2019-04-22,2019-05-07,USD,130.62,2019-04-22,NAA8
20971,U001,200769623,2020-03-06,2020-02-25,2020-02-24,2020-02-25,2020-03-11,USD,69734.68,2020-02-25,NAH4
20972,U001,200794332,2019-07-15,2019-06-28,2019-06-26,2019-06-28,2019-07-13,USD,611.37,2019-06-28,NAAX
20973,U001,200759878,2019-03-22,2019-03-07,2019-03-05,2019-03-07,2019-03-22,USD,14502.44,2019-03-07,NAH4
20974,U001,200769623,2019-03-05,2019-02-22,2019-02-22,2019-02-22,2019-03-09,USD,36003.47,2019-02-22,NAH4
20976,U001,CCU013,2019-11-27,2019-10-20,2019-10-16,2019-10-20,2019-10-20,USD,1861.91,2019-10-20,NAX2
20977,U001,200729942,2019-10-08,2019-09-25,2019-09-19,2019-09-25,2019-10-10,USD,6749.31,2019-09-25,NAA8
20978,U001,200744019,2019-04-02,2019-03-13,2019-03-12,2019-03-13,2019-03-28,USD,13778.38,2019-03-13,NAA8
20979,U001,200769623,2019-06-18,2019-06-02,2019-06-01,2019-06-02,2019-06-17,USD,3795.7,2019-06-02,NAH4
20980,U001,200769623,2019-08-28,2019-08-17,2019-08-17,2019-08-17,2019-09-01,USD,10906.11,2019-08-17,NAH4
20981,U001,200769623,2019-11-25,2019-11-13,2019-11-12,2019-11-13,2019-11-28,USD,1897.5,2019-11-13,NAH4
20982,U001,200799367,2020-04-08,2020-02-02,2020-02-01,2020-02-02,2020-04-07,USD,403.06,2020-02-02,NAGD
20983,U001,200722444,2019-03-04,2019-02-01,2019-02-01,2019-02-01,2019-02-16,USD,43313.59,2019-02-01,NAA8
20984,U013,100009932,2019-12-09,2019-11-06,2019-11-04,2019-11-06,2019-12-06,USD,5715.36,2019-11-06,NAVE
20986,U001,200769623,2019-04-23,2019-04-12,2019-04-12,2019-04-12,2019-04-27,USD,15643.96,2019-04-12,NAH4
20987,U001,200769623,2019-05-29,2019-05-16,2019-05-16,2019-05-16,2019-05-31,USD,41380.15,2019-05-16,NAH4
20988,U001,200707822,2019-09-16,2019-08-31,2019-09-01,2019-08-31,2019-09-15,USD,117948.63,2019-08-31,NAA8
20989,U001,100031704,2019-09-09,2019-06-24,2019-06-22,2019-06-24,2019-09-07,USD,754.96,2019-06-24,NAWN
20990,U001,200769623,2019-04-26,2019-04-16,2019-04-15,2019-04-16,2019-05-01,USD,16377.51,2019-04-16,NAH4
20991,U001,200762301,2019-01-30,2019-01-15,2019-01-14,2019-01-15,2019-01-30,USD,91718.33,2019-01-15,NAC6
20992,U001,200793568,2019-09-03,2019-08-16,2019-08-15,2019-08-16,2019-08-31,USD,138521.51,2019-08-16,NAA8
20993,U001,200797452,2019-02-08,2019-01-18,2019-01-18,2019-01-18,2019-02-02,USD,50475.96,2019-01-18,NAA8
20994,U001,200726979,2019-01-22,2019-01-04,2019-01-03,2019-01-04,2019-01-19,USD,394.42,2019-01-04,NAA8
20995,U001,200712102,2019-07-17,2019-05-09,2019-05-09,2019-05-09,2019-07-08,USD,74760.76,2019-05-09,NAVQ
20996,U001,200789077,2019-08-16,2019-07-29,2019-07-29,2019-07-29,2019-08-13,USD,13486.58,2019-07-29,NAA8
20997,U001,200769623,2019-03-11,2019-02-27,2019-02-27,2019-02-27,2019-03-14,USD,35680.74,2019-02-27,NAH4
20999,U001,200759878,2019-03-26,2019-03-10,2019-03-08,2019-03-10,2019-03-25,USD,30066.27,2019-03-10,NAH4
21001,U001,200700919,2019-11-26,2019-11-11,2019-11-09,2019-11-11,2019-11-26,USD,44345.91,2019-11-11,NAA8
21002,U001,200769623,2019-06-10,2019-05-27,2019-05-28,2019-05-27,2019-06-11,USD,1355.36,2019-05-27,NAH4
21003,U001,200762301,2019-06-21,2019-06-06,2019-06-05,2019-06-06,2019-06-21,USD,21227.82,2019-06-06,NAC6
21004,U001,CCCA02,2019-11-01,2019-09-03,2019-09-03,2019-09-03,2019-10-08,USD,37857.13,2019-09-03,NAG2
21005,U001,100031704,2019-12-31,2019-12-13,2019-12-12,2019-12-13,2019-12-28,USD,92245.48,2019-12-13,NAA8
21006,U001,200789077,2019-08-19,2019-07-29,2019-07-29,2019-07-29,2019-08-18,USD,37283.03,2019-07-29,NAD1
21007,U001,200769623,2019-05-09,2019-04-23,2019-04-22,2019-04-23,2019-05-08,USD,60276.81,2019-04-23,NAH4
21008,U001,200769623,2019-09-17,2019-09-06,2019-09-06,2019-09-06,2019-09-21,USD,7806.57,2019-09-06,NAH4
21009,U001,200707822,2019-09-04,2019-08-20,2019-08-20,2019-08-20,2019-09-04,USD,168.7,2019-08-20,NAA8
21011,U001,200772670,2020-02-10,2020-01-27,2020-01-27,2020-01-27,2020-02-11,USD,14083.04,2020-01-27,NAU5
21012,U001,200769623,2019-05-13,2019-04-30,2019-04-30,2019-04-30,2019-05-15,USD,65676.3,2019-04-30,NAH4
21013,U001,200803720,2020-01-15,2020-01-08,2020-01-08,2020-01-08,2020-01-24,USD,417.96,2020-01-01,NAM4
21015,U001,200726979,2019-02-25,2019-02-10,2019-02-09,2019-02-10,2019-02-25,USD,118.55,2019-02-10,NAA8
21016,CA02,140106408,2019-06-07,2019-05-15,2019-05-15,2019-05-15,2019-05-25,CAD,38221.01,2019-05-15,CA10
21018,U001,200974851,2019-11-13,2019-10-24,2019-10-24,2019-10-24,2019-11-13,USD,3021.2,2019-10-24,NAD1
21020,U001,200769623,2019-12-31,2019-12-21,2019-12-20,2019-12-21,2020-01-05,USD,28936.7,2019-12-21,NAH4
21022,U001,200769623,2019-05-24,2019-05-08,2019-05-08,2019-05-08,2019-05-23,USD,171.06,2019-05-08,NAH4
21024,U001,200707822,2019-05-29,2019-05-14,2019-05-15,2019-05-14,2019-05-29,USD,145206.89,2019-05-14,NAA8
21025,U001,200706844,2019-07-03,2019-06-18,2019-06-13,2019-06-18,2019-07-03,USD,10748.64,2019-06-18,NAA8
21026,U001,200769623,2019-05-23,2019-05-13,2019-05-12,2019-05-13,2019-05-28,USD,13457.39,2019-05-13,NAH4
21027,U001,200776463,2019-01-18,2019-01-03,2019-01-02,2019-01-03,2019-01-18,USD,60297.27,2019-01-03,NAA8
21028,U001,200769623,2019-07-02,2019-06-16,2019-06-15,2019-06-16,2019-07-01,USD,18083.99,2019-06-16,NAH4
21029,CA02,140104409,2019-05-13,2019-05-03,2019-05-03,2019-05-03,2019-05-14,CAD,101304.0,2019-05-04,CA10
21030,U001,200769623,2019-12-02,2019-11-19,2019-11-19,2019-11-19,2019-12-04,USD,34772.09,2019-11-19,NAH4
21031,U001,200769623,2019-03-19,2019-03-06,2019-03-06,2019-03-06,2019-03-21,USD,111.37,2019-03-06,NAH4
21032,U001,200794332,2019-12-02,2019-11-15,2019-11-12,2019-11-15,2019-11-30,USD,20597.61,2019-11-15,NAAX
21033,U001,200772670,2020-01-21,2020-01-06,2020-01-06,2020-01-06,2020-01-21,USD,16103.55,2020-01-06,NAU5
21034,U001,200756072,2019-04-15,2019-03-29,2019-03-27,2019-03-29,2019-04-13,USD,34536.48,2019-03-29,NAA8
21035,U001,200759878,2019-05-14,2019-04-28,2019-04-27,2019-04-28,2019-05-13,USD,14380.16,2019-04-28,NAH4
21036,CA02,140106408,2019-04-05,2019-03-21,2019-03-22,2019-03-21,2019-04-02,CAD,8856.48,2019-03-23,CA10
21037,CA02,140118168,2019-05-27,2019-04-24,2019-04-24,2019-04-24,2019-05-25,CAD,24960.0,2019-04-25,CA30
21038,U013,140103278,2019-12-12,2019-10-07,2019-10-03,2019-10-07,2019-12-06,USD,3540.0,2019-10-07,NAUZ
21039,U001,200744019,2019-08-06,2019-07-20,2019-07-21,2019-07-20,2019-08-04,USD,115362.32,2019-07-20,NAA8
21040,U001,200126819,2019-05-08,2019-04-23,2019-04-22,2019-04-23,2019-05-08,USD,48373.54,2019-04-23,NAA8
